headword,level,toefl,ielts
researcher,B1,1,1
resemblance,C2,1,1
resemble,B1,1,1
resent,C1,1,1
resentful,B2,0,1
resentment,B2,1,1
reservation,B1,0,1
reserve,B1,1,1
reservoir,B2,1,1
reshape,B2,1,0
reside,B2,1,1
residence,B2,1,1
resident,B1,1,1
residential,B1,1,0
residual,C2,1,1
residue,C2,1,0
resign,B2,1,1
resignation,B2,0,1
resilience,C1,1,0
resilient,C1,1,0
resin,C1,1,0
resist,B1,1,1
resistance,B2,1,1
resistant,B2,1,1
resolute,B2,1,1
resolutely,B2,0,1
resolution,B2,1,1
resolve,B1,1,1
resonance,C1,1,0
resonant,B2,0,0
resonate,C1,1,0
resort,B1,1,1
resound,C2,0,0
resounding,C2,0,0
resoundingly,C2,0,0
resource,B1,1,1
respect,B1,1,1
respectable,B1,1,1
respectably,B2,0,0
respected,B2,0,0
respectful,C1,0,1
respectfully,C2,0,1
respective,C1,1,1
respectively,B1,1,1
respiration,B2,1,0
respiratory,B2,1,0
respite,C1,1,0
respond,B1,1,1
response,A2,1,1
responsibility,B1,1,1
responsible,B1,1,1
rest,B1,1,1
restaurant,A1,1,1
restless,C1,0,1
restock,C2,0,1
restoration,C1,1,0
restorative,C1,0,0
restore,B1,1,1
restrain,C1,1,1
restraint,B2,1,1
restrict,B1,1,1
restriction,B2,1,1
restrictive,C2,1,1
result,A1,0,1
resultant,B2,0,1
resume,B2,1,1
resuscitate,C2,1,0
resuscitation,C2,0,0
retail,B1,1,1
retailer,B2,1,1
retain,B1,1,1
retard,B2,0,0
retell,B1,0,1
retention,C1,1,0
retina,B2,0,0
retire,A2,1,1
retired,A2,0,0
retirement,B2,1,1
retort,C1,1,1
retrace,C1,1,0
retract,C1,1,0
retreat,B2,1,1
retrieve,B2,1,0
retroactive,C1,1,1
retrospect,B1,1,0
retrospection,C2,0,0
retrospective,C2,1,0
return,A2,0,1
reunification,B1,0,0
reunify,B1,0,0
reunion,A2,0,0
reveal,A2,1,1
revealing,C1,0,0
revelation,B2,1,0
revelatory,C2,0,0
revenge,B2,0,1
revenue,B2,1,1
reverb,C2,0,0
reverberate,C2,0,0
reverberation,C2,0,0
revere,C1,1,0
reverence,B2,0,1
reverse,B2,1,1
revert,B2,1,1
review,A1,1,1
revile,C2,1,0
revise,B1,1,1
revision,B1,1,1
revival,B2,1,1
revive,B2,1,1
revoke,C1,1,1
revolt,C2,1,1
revolution,B2,1,1
revolutionary,B2,1,1
revolutionize/revolutionise,B2,1,0
revolve,B2,0,1
revulsion,C2,0,0
reward,B1,1,1
rewarding,B2,0,1
rewrite,B1,1,0
rhetoric,C2,1,0
rhetorical,C2,0,0
rhetorically,C2,0,0
rheumatism,C1,0,1
rhinoceros,B2,1,0
rhyme,B2,0,1
rhythm,A2,1,1
rhythmic,B2,1,0
rib,B2,1,1
ribbon,A1,1,1
rice,A1,1,1
rich,A1,1,1
richness,C1,0,1
rickety,C2,0,0
rid,B1,1,1
riddle,B2,0,1
ride,A1,1,1
rider,B2,0,0
ridge,B2,1,1
ridicule,B2,1,1
ridiculous,B1,1,1
rife,C2,1,0
rifle,B2,1,1
rift,C2,1,0
right,A1,0,1
right-hand,A2,0,0
righteous,B2,0,1
righteousness,B2,1,0
rightly,B2,0,0
rigid,C2,1,1
rigidity,B2,1,1
rigorous,B2,1,1
rim,B2,0,1
ring,A2,1,1
rinse,C1,1,1
riot,C1,1,1
riotous,C1,0,1
rip,B2,1,1
ripe,B1,1,1
ripen,C1,1,1
ripple,C1,0,1
rise,B1,0,1
risk,B1,1,1
risky,B2,1,1
rite,B2,1,0
ritual,B2,1,0
rival,B2,1,1
rivalry,C2,1,1
river,A1,1,1
riveting,C1,0,0
road,A2,1,1
roadside,B1,0,0
roam,B2,1,1
roar,B2,1,1
roast,B2,0,1
rob,A2,0,1
robber,C1,0,1
robbery,A2,0,1
robe,B2,0,1
robin,A2,0,0
robot,B1,1,1
robust,C1,1,1
robustly,C1,0,0
rock,A2,1,1
rock-bottom,C1,0,1
rocket,B2,1,1
rocky,B2,1,0
rod,B2,1,1
rodent,B2,1,0
role,A1,1,1
roll,A2,1,0
roller,B2,0,1
rolling,B1,0,0
Roman,C1,0,1
romance,A2,1,1
romantic,A2,1,1
romanticism,C1,0,1
romp,C2,0,0
romper,C2,0,0
roof,A2,1,1
room,A1,0,1
roommate,B2,0,0
rooster,C1,1,1
root,A2,1,1
rope,A2,1,1
rose,A1,1,0
rosy,B2,0,1
rosé,B1,0,1
rot,C2,0,1
rotary,C1,1,1
rotate,C1,1,1
rotation,B2,1,1
rote,C1,1,0
rotten,B1,0,1
rough,B1,1,1
roughly,A2,1,1
round,B1,1,1
roundabout,A2,0,1
rounded,B1,1,0
roundup,C1,0,0
rouse,C1,0,1
route,B2,1,1
routine,B1,1,1
row,A1,1,1
royal,A2,1,1
royalty,B2,0,1
rub,B2,1,1
rubber,B1,0,1
rubbish,B1,0,1
rubble,B2,1,0
rude,A1,0,1
rudely,B1,0,0
rudimentary,C1,1,0
rudiments,C1,0,0
rug,B2,0,1
rugby,A2,0,0
ruin,B1,1,1
ruinous,B2,0,1
rule,A1,1,1
ruler,A1,1,1
ruling,C2,0,1
rumble,C1,1,0
ruminant,C2,1,0
ruminate,C2,1,0
rumination,C2,0,0
ruminative,C2,0,0
rumor/rumour,A2,1,1
run,A1,0,0
runaway,B1,0,0
runner,A2,0,0
running,A2,0,1
runoff,B2,1,0
runway,B1,0,0
rural,B2,1,1
rush,A2,1,1
rush hour,B2,0,0
Russian,B1,0,1
rust,B2,1,1
rustle,C1,0,0
rusty,B2,0,1
ruthless,C1,0,1
ruthlessness,C1,0,0
saber,B2,1,0
sack,B2,1,1
sacred,B1,1,1
sacrifice,C1,1,1
sad,A1,1,1
saddle,C2,1,1
sadly,A2,0,1
sadness,B1,1,1
safari,B1,0,0
safe,A2,1,1
safeguard,B1,1,0
safely,B1,0,1
safety,B1,1,1
sag,B2,0,1
sage,B2,0,0
said,A2,0,1
sail,B2,1,1
sailing,A2,0,1
sailor,A1,1,1
saint,C1,0,1
sake,A2,1,1
salad,A1,0,1
salary,B2,1,1
sale,A1,1,1
saleable,C2,0,1
salesman,B1,0,1
salesmanship,B2,0,0
salesperson,B2,0,0
saleswoman,B2,0,0
salinity,C1,1,0
salivary,C2,0,0
salivate,C1,0,0
salmon,B1,0,1
salon,B2,0,0
saloon,C1,0,0
salsa,B2,0,0
salt,A2,1,1
salty,B2,0,1
salute,B2,0,1
salvage,C1,1,0
salvation,C1,0,0
salve,C1,0,0
same,A1,0,1
sample,A2,1,1
sampling,B2,0,1
sanction,C1,1,0
sanctity,C1,1,0
sanctuary,B2,1,0
sand,B1,1,1
sandal,B1,0,0
sandstone,B2,0,0
sandwich,A1,0,1
sandwiched,C2,0,0
sandy,A2,1,1
sanitary,B2,1,1
sanitation,B2,1,0
sap,C1,1,0
sarcasm,C1,1,1
sarcastic,C1,1,1
sarcastically,C1,0,0
sardine,C1,0,1
satellite,B1,1,1
satire,B2,1,1
satisfaction,B1,1,1
satisfactorily,B2,0,1
satisfactory,B2,1,1
satisfied,B1,0,0
satisfy,A2,1,1
saturated,B2,1,0
saturation,B2,0,1
Saturday,A1,0,1
sauce,A2,0,1
saucepan,B1,0,0
saucer,B1,1,1
sauna,C1,0,0
sausage,A2,0,1
savage,B2,1,1
save,A1,1,1
saving/savings,B2,1,1
saw,A1,0,1
say,B2,0,1
scale,A2,1,1
scaly,C1,0,1
scan,B1,1,1
scandal,B2,0,1
scar,B2,1,1
scarce,C1,1,1
scarcely,B2,1,1
scarcity,C2,1,1
scare,B1,1,1
scared,B1,0,0
scarf,A2,0,1
scarlet,B2,1,1
scary,B1,0,0
scathing,C1,0,0
scatter,B1,1,1
scavenger,C2,1,0
scenario,C1,1,0
scene,A2,1,1
scenery,A2,1,1
scenic,B1,1,1
scent,B2,1,1
schedule,A2,1,1
scheduled,B2,0,0
scheme,B2,1,1
scholar,B1,1,1
scholarly,C2,1,0
scholarship,B1,1,1
scholasticism,B2,0,0
school,A1,0,1
schoolchild,A2,0,0
schoolgirl,B2,0,0
schooling,C2,0,1
schoolmate,B1,0,0
schoolteacher,B1,0,0
schoolwork,A2,0,0
science,A1,1,1
science fiction,B1,0,0
scientific,A2,1,1
scientifically,B2,0,0
scientist,A1,1,1
scissors,A2,0,1
scoff,C1,0,1
scold,B1,0,1
scooter,B2,0,0
scope,B1,1,1
scorch,C1,0,1
scorching,C1,0,1
score,B1,1,1
scorn,C1,0,1
scornful,C1,0,1
scornfully,C1,0,0
scottish,B1,0,1
scout,C1,1,1
scramble,B2,1,1
scrap,C2,1,1
scrape,C1,1,1
scratch,B1,1,1
scream,A2,1,1
screech,C1,0,1
screen,A2,1,1
screenplay,C1,0,0
screenwriter,C1,0,0
screw,A2,1,1
screwdriver,C1,1,1
scribble,B2,1,0
script,A2,1,1
scripture,C1,1,0
scroll,C2,1,0
scrooge,B2,0,0
scrub,B2,0,1
scruple,C2,1,0
scrutinize/scrutinise,C1,0,0
scrutiny,C1,0,1
scuba,B2,1,0
sculptor,B2,1,1
sculpture,B1,1,1
scurry,C1,1,0
scythe,B2,1,0
sea,A1,1,1
seafood,A2,0,0
seal,B2,1,1
seam,B2,1,1
seaman,C1,0,1
seaport,C1,1,1
search,A2,1,1
seashore,C1,1,1
seaside,A2,0,1
season,B1,1,1
seasonal,B2,1,1
seat,A1,1,1
seawater,B1,0,0
seaweed,B1,1,0
second,A1,0,1
second person,B2,0,0
second-hand,B1,0,0
secondary,B2,1,1
secondary school,B1,0,0
secondhand,C1,0,1
secondly,B2,1,1
secrecy,B2,1,1
secret,B1,1,1
secretariat,C1,0,1
secretary,A2,1,1
secrete,C1,1,0
secretly,B1,0,0
section,A1,1,1
sector,B2,1,1
secular,C2,1,0
secularly,C2,0,0
secure,B1,1,1
security,B1,1,1
sedate,C1,1,0
sedately,C1,0,0
sedentary,C1,1,0
sediment,B2,1,0
see,A1,0,1
seed,A2,1,1
seedling,C1,1,0
seedy,C2,0,0
seek,A2,1,1
seem,A2,0,1
seemingly,C1,1,1
seep,C1,1,0
seesaw,B2,0,0
segment,B2,1,1
segregate,C1,1,0
seismic,C2,1,0
seize,B1,1,1
seizure,B2,0,1
seldom,B2,1,1
select,B1,1,1
selection,B1,1,1
selective,B2,1,0
selectivity,C2,0,0
self,A1,1,1
self-aggrandizement/self-aggrandisement,C2,0,0
self-confidence,B2,0,0
self-confident,B2,0,0
self-conscious,C1,0,0
self-service,B1,0,0
self-worth,C1,0,0
selfish,B1,1,1
selfless,B2,0,0
sell,A1,0,0
seller,B2,0,1
semantic,C1,1,0
semester,A2,1,0
semi,B1,1,0
semi-final,B2,0,0
semicolon,B2,0,0
semiconductor,C1,0,1
seminar,B2,1,1
senate,C1,0,1
senator,B2,1,1
send,A2,0,1
sender,C1,0,1
senior,A2,1,1
sensation,B1,1,1
sensational,C2,1,1
sense,A2,1,1
senseless,C2,0,1
sensible,B2,1,1
sensitive,B2,1,1
sensitivity,C1,1,1
sensory,B2,1,0
sentence,A1,1,1
sentient,C1,1,0
sentiment,C1,0,1
sentimental,C1,1,1
sentimentally,C1,0,0
separate,A2,1,1
separately,B2,1,1
separation,B1,1,1
September,A1,0,1
sequel,C1,1,0
sequence,B1,1,1
serene,B2,1,1
serenity,C1,0,1
serial,B2,0,0
series,B1,1,1
serious,B1,1,1
seriously,A2,1,1
sermon,B2,0,1
serpent,B2,0,1
servant,B2,1,1
serve,A2,1,1
server,B1,1,0
service,B1,1,1
serviceable,C1,1,1
session,B1,1,1
set,A2,0,0
setback,B2,0,0
settee,C1,0,0
setting,B1,1,1
settle,B1,1,1
settlement,B1,1,1
settler,B1,1,0
seven,A1,1,1
seventeen,A1,1,1
seventh,A2,0,1
seventy,A1,1,1
several,A2,0,1
severe,B1,1,1
severely,B1,1,1
sew,A2,1,1
sewerage,C1,1,0
sewing-machine,C1,0,1
sex,B1,1,1
sexism,B2,0,0
sexual,B2,1,1
sexuality,B1,1,1
sexy,B2,0,0
shabby,B2,0,1
shade,A2,1,1
shadow,A2,1,1
shadowy,B1,0,1
shady,B2,0,1
shaft,B2,1,1
shake,A1,1,1
shaken,B2,0,0
Shakespearean,B2,0,0
shaky,B2,0,0
shale,C1,1,0
shall,A2,1,1
shallow,B1,1,1
sham,C1,0,1
shamble,C2,0,0
shambles,C1,0,0
shame,B1,0,1
shameful,B1,0,1
shampoo,A2,0,1
shape,A2,1,1
shapeless,C1,0,1
share,A2,0,1
shareholder,B2,1,0
shark,B1,0,1
sharp,B1,1,1
sharpen,C2,1,1
sharpener,C2,0,1
sharply,B2,1,1
shatter,B2,1,1
shave,B1,0,1
she,A1,0,1
sheaf,C2,0,0
shear,B2,1,1
shed,B2,1,1
sheep,A1,1,1
sheepish,C1,0,1
sheer,B1,1,1
sheet,B1,1,1
shelf,A1,1,1
shell,A2,1,0
shelter,B1,1,1
shepherd,B2,1,1
sheriff,B1,0,1
shield,B2,1,1
shift,B2,1,1
shilling,C1,0,1
shimmer,C2,0,0
shine,A2,1,1
shiny,B1,1,1
ship,A1,1,1
shipbuilding,C1,0,1
shipment,C1,1,1
shipowner,C1,0,1
shipping,B2,0,1
shipwreck,B2,1,1
shipyard,C1,0,1
shirt,A1,1,1
shiver,B1,0,1
shoal,C2,0,0
shock,A2,1,1
shocked,B1,0,0
shocking,B1,1,0
shoe,A1,1,1
shoemaker,C1,0,1
shoot,A2,1,1
shooting,B2,0,0
shop,A1,0,1
shop assistant,A2,0,0
shopkeeper,B2,0,1
shoplift,B2,0,0
shoplifter,B2,0,0
shoplifting,B2,0,0
shopper,B1,0,0
shopping,A1,0,1
shore,A2,1,1
short,A1,0,0
short-term,B2,0,0
short-weight,C2,0,1
short/shorts,A2,0,1
shortage,B1,1,1
shortcoming,C1,0,1
shortcut,C2,1,1
shorten,C1,1,1
shorthand,B2,0,1
shortlist,C1,0,0
shortly,B1,1,1
shortness,B2,0,0
shot,A2,1,1
should,A1,0,1
shoulder,A1,1,1
shout,A2,1,1
shove,C1,0,1
shovel,C2,1,1
show,A2,0,1
showbiz,B2,0,0
showcase,B2,0,0
shower,A1,1,1
showroom,C1,0,1
showy,C1,0,0
shrewd,C2,1,1
shriek,C1,1,1
shrill,C1,0,1
shrimp,B1,1,1
shrine,B2,1,1
shrink,B2,1,1
shroud,C1,0,1
shrub,C1,1,1
shrug,B2,0,1
shuffle,C1,1,1
shun,C1,0,1
shut,B1,1,1
shutter,C1,1,1
shuttle,C1,1,1
shy,A1,1,1
sibling,B2,1,0
sick,A1,1,1
sickle,C1,0,1
sickness,B1,1,1
side,A1,0,1
side-step,C2,0,0
sidewalk,B1,0,1
sideways,C2,1,1
siege,B2,1,1
sieve,C1,1,1
sift,C1,0,1
sigh,B1,1,1
sight,A1,1,1
sightseeing,A2,0,1
sign,A1,1,1
signal,B1,1,1
signature,B1,1,1
significance,B1,1,1
significant,A2,1,1
significantly,B2,1,0
signify,B2,1,1
signpost,B1,0,1
silence,A2,1,1
silent,B1,1,1
silently,A2,0,0
silhouette,C1,0,0
silica,C1,1,0
silicon,B2,0,1
silk,B1,1,1
silky,C1,0,1
silly,A2,1,1
silt,C1,1,0
silver,A2,1,1
silverware,B2,0,0
similar,A2,1,1
similarity,B1,1,1
similarly,B1,1,0
simple,A2,1,1
simplicity,C1,1,1
simplification,B2,0,0
simplify,B1,1,1
simply,A2,1,1
simulate,B2,1,1
simulation,B2,1,0
simultaneous,B2,1,1
simultaneously,B1,1,1
sin,C2,1,1
since,B2,0,1
sincere,B2,0,1
sincerely,B1,0,1
sincerity,B2,0,1
sinful,B2,0,1
sing,A1,1,1
singe,C2,1,0
singer,A1,1,1
singing,A2,0,0
single,A2,1,1
singular,A2,1,1
sink,A2,1,1
sir,A1,1,1
siren,C2,1,1
sister,A1,1,1
sister-in-law,B2,0,0
sit,A1,0,1
site,A1,1,1
sitting room,A2,0,0
sitting-room,A2,0,1
situate,C1,1,1
situation,A2,0,1
six,A1,0,1
sixteen,A1,1,1
sixth,A2,0,1
sixty,A1,1,1
size,A1,1,1
sizeable,C1,0,1
skate,A2,0,1
skateboard,B2,0,0
skateboarder,B2,0,0
skateboarding,A2,0,0
skating,A2,0,1
skeleton,B1,1,1
skeptical,B2,1,0
sketch,B2,1,1
sketchbook,C1,0,0
skew,C2,0,0
ski,A2,1,1
skiing,A2,0,1
skill,A1,1,1
skilled,B2,0,0
skillful/skilful,B2,0,1
skillfully/skilfully,B2,0,0
skim,B2,0,1
skin,B1,1,1
skip,B2,1,1
skirmish,C1,1,1
skirt,A1,1,1
skull,C2,1,1
sky,A1,1,1
skylark,B2,0,0
skyrocket,C2,1,1
skyscraper,B1,1,1
skyward,B2,0,0
slab,C2,1,0
slack,C1,0,1
slackly,C1,0,0
slam,B2,0,1
slander,C1,1,1
slang,B2,0,1
slap,B2,0,1
slash,B2,1,0
slaughter,B2,0,1
slave,A2,1,1
slavery,B1,1,1
slay,C1,0,1
sleep,B1,1,1
sleepless,A2,0,0
sleepy,A2,0,1
sleet,C1,0,1
sleeve,B1,0,1
slender,C2,1,1
slice,A2,1,1
slide,A2,1,1
slight,B2,1,1
slightly,B1,1,1
slim,A2,0,1
slip,B1,1,1
slipper,C1,1,1
slippery,C1,1,1
slit,B2,0,1
slither,C2,0,0
sliver,B2,0,0
slob,C1,0,0
slogan,B1,0,1
slope,B1,1,1
sloppy,B2,0,0
slot,B1,1,0
sloth,B2,1,0
slow,A1,1,1
slowdown,C1,0,1
slowly,A2,1,1
slum,C1,1,1
slumber,C1,1,1
slump,C1,0,1
sly,C1,0,1
smack,C1,0,1
small,A1,0,1
smart,A1,1,1
smash,B2,0,1
smattering,C2,0,0
smell,A1,1,1
smile,A1,1,1
smith,A1,0,0
smog,C1,1,1
smoke,A1,1,1
smoker,B1,0,1
smokestack,B2,0,0
smoking,A1,0,1
smooth,A2,1,1
smoothly,A2,1,1
smug,C1,1,0
smuggle,C2,1,1
smuggler,C1,0,1
smugly,C1,0,0
snack,A2,0,1
snail,C1,0,1
snake,A1,1,1
snap,B2,1,1
snatch,C2,0,1
sneak,B2,0,1
sneakers,C1,0,1
sneer,B2,0,1
sneeze,B1,1,1
sniff,B2,1,1
snippet,C2,1,0
snob,C2,0,1
snobbery,C2,0,1
snobbish,C2,0,1
snooze,C1,0,0
snore,B2,0,1
snow,A1,1,1
snowball,B2,0,0
snowboard,B1,0,0
snowboarding,A2,0,0
snowflake,B1,1,0
snowman,C2,0,1
snowstorm,B1,0,1
snowy,A1,0,1
so,A2,0,0
so-called,B2,0,1
soak,B2,1,1
soaked,B2,0,0
soaking,B2,0,0
soap,A2,1,1
soap opera,B1,0,0
soar,B2,0,1
soaring,B2,1,0
sob,B2,0,1
sober,C2,0,1
soccer,A1,0,1
sociable,B2,1,1
social,A1,0,1
social networking,B1,0,0
socialism,C2,1,1
socialist,B2,1,1
socialization,C1,0,0
socialize/socialise,B2,1,0
socially,B1,1,0
society,A2,1,1
sociologist,B2,0,1
sociology,B2,1,1
sock,A2,0,1
soda,A2,0,1
sodium,B2,1,1
sofa,A1,0,1
soft,A2,1,1
soft drink,A2,0,0
soften,B2,1,1
softly,A2,0,1
softness,B2,0,1
software,A2,1,1
soil,B2,1,1
solar,B2,1,1
solder,C1,1,0
soldier,A2,1,1
sole,C1,1,1
solely,C1,1,1
solemn,B2,1,1
solicit,C2,1,0
solicitor,C1,1,1
solid,B1,1,1
solidarity,C1,1,1
solidify,C1,1,0
solidity,B2,0,0
soliloquize,C2,0,0
soliloquy,B2,1,0
solipsism,C2,0,0
solitariness,C2,0,0
solitary,C2,1,1
solitude,C2,1,1
solo,B2,1,1
soluble,C1,1,0
solution,A2,1,1
solve,A1,1,1
solvency,C1,0,1
solvent,B2,1,1
somber/sombre,C1,1,0
somberly/sombrely,C1,0,0
some,A1,0,1
somebody,A2,1,1
someday,A2,0,0
somehow,B1,1,1
someone,A1,0,1
someplace,B1,0,0
somersault,C1,0,0
something,A1,0,1
sometime,B1,1,1
sometimes,B1,0,1
somewhat,B2,1,1
somewhere,A2,1,1
son,A1,1,1
son-in-law,B2,0,0
song,A1,1,1
sonnet,B2,1,1
soon,A1,0,1
soot,C1,0,1
soothe,B1,1,1
sophisticate,C2,1,0
sophisticated,B2,1,1
sophistication,B2,1,1
sophomore,B1,0,0
sore,B1,0,1
sorrow,B1,0,1
sorrowful,C1,0,1
sorry,A1,1,1
sort,B1,1,1
soul,B1,1,1
sound,B2,0,1
soundtrack,B2,0,0
soup,A1,1,1
sour,B1,1,1
source,A2,1,1
south,A2,1,1
southeast,B1,1,1
southern,B1,1,1
southward,B2,0,1
southwest,B1,1,1
souvenir,B1,1,1
sovereign,B2,1,1
sovereignty,B2,1,1
Soviet,B2,0,0
sow,C1,1,1
soybean,B2,1,0
spa,B2,0,0
space,A2,1,1
spacecraft,C1,1,1
spaceship,A2,1,1
spacious,C1,1,1
spade,C2,0,1
spaghetti,A2,0,0
span,B2,1,1
Spanish,B1,0,1
spare,B2,1,1
sparerib,B2,0,0
spark,B2,1,1
sparkle,B1,0,1
sparkling,B2,0,0
sparrow,B2,1,1
sparse,C1,1,0
spartan,C1,1,0
spatial,C2,1,1
spatially,C2,0,0
spawn,C1,1,0
speak,A1,0,1
speaker,A2,1,1
spear,B2,0,1
special,A1,0,1
specialised,B2,0,1
specialist,B1,1,1
specialize/specialise,B1,1,1
specially,B1,0,1
specialty,B2,1,0
species,B2,1,1
specific,A2,1,1
specifically,B2,1,0
specification,C1,1,1
specify,B2,1,1
specimen,C1,1,1
spectacle,B2,1,1
spectacular,B1,1,1
spectator,B1,1,1
spectrum,C1,1,1
speculate,C1,1,1
speculation,C1,1,1
speculative,C1,0,0
speculator,C1,1,1
speech,A1,1,1
speed,A2,1,1
speeder,B2,0,0
speedy,B2,1,1
spell,A1,1,1
spellbound,B2,0,0
spelling,B1,0,1
spend,A1,0,1
sperm,C1,1,0
sphere,B1,1,1
spice,B1,1,1
spicy,B1,0,1
spider,B1,1,1
spiky,B2,1,0
spill,A2,1,1
spin,B2,1,0
spinach,B1,1,0
spine,B1,1,0
spiral,B1,1,1
spire,C2,0,0
spirit,B1,1,1
spiritual,B1,1,1
spit,C2,0,1
spite,B2,1,1
splash,B2,1,1
splatter,B2,0,0
splendid,C1,1,1
splice,C1,1,0
splinter,C2,0,0
split,A2,1,1
spoil,B1,1,1
spokesman,B2,0,1
spokeswoman,B2,0,0
sponge,B1,1,1
sponsor,B1,1,1
sponsorship,C1,1,1
spontaneity,C2,0,0
spontaneous,C1,1,1
spontaneously,C1,0,0
spoon,A2,1,1
spoonful,C1,0,1
sport,A1,1,1
sports,B1,0,0
sports center/sports centre,A2,0,0
sportsman,C1,0,1
sportsmanship,B1,0,1
spot,A1,1,1
sprain,C1,0,1
sprawl,C1,1,0
spray,B2,1,1
spread,A2,1,1
spreadsheet,B2,0,0
spring,A1,1,0
springboard,C1,1,0
sprinkle,C2,0,1
sprint,B2,0,0
sprout,C1,1,1
spur,B2,1,1
spurious,C2,1,0
spuriously,C2,0,0
spy,A1,0,1
squad,B2,0,0
squander,C1,0,0
square,A2,1,1
squarely,C1,1,0
squash,B2,1,1
squat,C1,1,1
squeak,B1,1,0
squeeze,B2,1,1
squint,C2,0,0
squirm,C2,0,0
squirmy,C2,0,0
squirrel,C1,1,1
stab,B2,0,1
stability,B2,1,1
stabilize/stabilise,C2,1,0
stable,B1,1,1
staccato,C1,0,0
stack,B2,1,1
stadium,A2,0,1
staff,A2,1,1
stage,A1,1,1
stagecoach,B2,1,0
stagger,B2,1,1
staggering,C1,0,0
stagnant,C1,1,0
stagnation,B2,1,1
stain,B2,1,1
stainless,B2,0,1
stair,A2,1,1
staircase,C1,1,1
stake,B2,1,1
stale,C1,0,1
stalk,C1,1,1
stall,B1,0,1
stamina,C1,1,0
stammer,B2,0,1
stamp,A2,1,1
stance,B2,1,0
stand,A1,0,1
standard,B2,1,1
standardise,C1,0,1
standardize,C1,1,0
standby,B2,0,0
standing,C2,1,1
standpoint,C2,1,1
standstill,B2,0,1
stanza,B2,1,0
staple,C1,1,1
stapler,C2,0,1
star,A1,1,1
stare,B1,1,1
start,A1,0,1
startle,B2,0,1
startling,C1,1,0
startlingly,C1,0,0
starvation,B2,1,1
starve,B2,1,1
starving,B2,0,0
state,B2,0,1
stately,C1,1,0
statement,A2,1,1
statesman,B2,0,0
statewide,B2,0,0
static,B1,1,1
station,A1,1,1
stationary,B2,1,1
stationery,C1,1,1
statistic,B2,1,0
statistical,C1,1,1
statistics,B2,1,1
statue,A2,1,1
stature,C1,1,0
status,B1,1,1
statute,B2,1,1
stay,B1,0,1
steadily,B1,1,1
steady,B1,1,1
steak,A2,0,1
steal,A2,1,0
steam,B1,1,1
steamer,C1,0,1
steel,B1,1,1
steely,B2,0,0
steep,B1,1,1
steer,B2,1,1
steering wheel,B2,0,0
stem,B1,1,1
stencil,C1,0,1
step,A2,0,1
stepfather,B2,0,0
stepmother,B2,0,0
stereo,C1,0,1
stereotype,B2,1,0
sterile,B2,1,0
sterility,C2,0,0
sterling,B2,1,1
stern,B2,1,1
stevedore,C2,0,1
stew,B2,1,1
steward,B2,0,1
stewardess,C1,0,1
stick,B2,1,1
sticker,B1,0,0
sticky,B1,1,1
stiff,B2,1,1
stiffen,C1,1,0
still,A1,0,1
stillness,B2,0,1
stimulant,B2,1,0
stimulate,B2,1,1
stimulation,B2,1,1
stimuli,C1,0,0
stimulus,C1,1,0
sting,B2,1,1
stingy,B2,1,0
stink,B2,0,0
stipulate,C2,1,1
stipulation,C2,1,1
stir,B1,1,1
stirring,B2,0,1
stitch,B2,1,1
stock,B2,1,1
stock market,B2,0,0
stocking,C1,0,1
stockpile,B2,0,0
stoicism,C2,1,0
stoke,C1,0,0
stomach,A2,1,1
stomachache,A2,0,0
stone,A1,1,1
stonework,B2,0,0
stony,B2,1,1
stool,B2,0,1
stoop,C1,0,1
stop,A1,0,1
stopover,B2,0,0
stopwatch,B2,0,0
storage,B1,1,1
store,A1,1,1
storey,B2,0,1
storm,A2,1,1
stormy,B1,0,1
story,A1,0,1
storyteller,B1,0,0
stout,B2,1,1
stove,A2,1,1
stow,C1,0,1
stowage,C1,0,1
straight,A2,1,1
straighten,B2,0,1
straightforward,B2,1,1
strain,B1,1,1
strait,B2,1,1
strand,B2,1,1
strange,A1,1,1
strangely,B1,0,0
stranger,A2,1,1
strangle,B2,0,0
strap,C1,1,1
strapping,C1,0,0
strategic,B1,1,1
strategy,A2,1,1
stratosphere,C2,0,0
straw,B1,0,1
strawberry,B1,0,1
stray,C1,0,1
streak,B2,0,1
stream,B1,1,1
streamline,C1,1,1
street,A1,1,1
streetcar,C2,0,1
strength,A2,1,1
strengthen,B1,1,1
stress,B1,1,1
stressed,B1,0,0
stressful,B1,1,0
stressfully,C1,0,0
stretch,B1,1,1
stretching,C1,0,0
stricken,B1,0,0
strict,A1,1,1
strictly,B2,1,1
stride,B2,1,1
strife,B2,0,1
strike,A2,1,1
striking,B2,1,1
strikingly,B2,1,0
string,A2,1,1
stringent,C2,1,0
stringently,C2,0,0
strip,B1,1,1
stripe,B1,1,1
strive,B2,1,1
stroke,B2,1,1
stroll,C1,1,1
stroller,C2,0,1
strong,A1,0,1
stronghold,B2,0,1
strongly,A2,1,1
structural,C1,1,1
structurally,C1,0,0
structure,A2,1,1
struggle,B1,1,1
stub,B2,1,0
stubborn,B1,1,1
stubbornly,B2,0,0
stuck,B1,0,0
student,A1,0,1
studio,B1,1,1
study,A2,0,1
stuff,A2,1,1
stuffed,B1,0,0
stuffily,C1,0,0
stuffiness,C1,0,0
stuffy,C1,0,1
stultify,C2,1,0
stultifyingly,C2,0,0
stumble,B1,1,1
