headword,level,toefl,ielts
stump,C1,0,1
stun,B1,1,0
stunning,B1,1,0
stupid,B1,1,1
stupidity,C2,0,1
sturdy,B2,1,1
style,A2,1,1
stylish,B1,0,0
stylist,B2,0,1
stylistic,C1,0,0
stylistically,C1,0,0
stylized,C1,1,0
sub,B1,1,0
subconscious,B1,1,0
subcontinent,B2,0,0
subculture,B2,0,0
subdivide,C1,1,1
subdivision,B2,0,0
subdue,C1,1,1
subject,A1,0,1
subjective,C1,1,1
subjugation,C2,1,0
subjunctive,B2,0,1
submarine,B1,1,1
submerge,C1,1,1
submit,B2,1,1
subordinate,C1,1,1
subordination,B2,0,1
subplot,B2,0,0
subscribe,B2,0,1
subscription,B2,0,1
subsequent,C1,1,1
subsequently,B1,1,1
subset,C1,1,0
subside,B2,1,0
subsidiary,B2,1,1
subsidize,C2,1,0
subsidy,C2,0,0
subsist,C2,1,0
subsistence,C2,1,0
subspecies,C2,1,0
substance,B2,1,1
substantial,B1,1,1
substantially,C1,1,0
substantiate,C2,1,1
substantive,C2,1,0
substitute,B1,1,1
substitution,C1,1,1
substrate,C2,1,0
subterranean,C1,1,0
subtitle,B2,0,0
subtle,B2,1,1
subtly,C1,0,0
subtract,B2,1,1
subtraction,C1,1,1
subtractive,C2,1,0
suburb,B2,1,1
suburban,C1,0,1
suburbia,C1,0,0
subway,A1,1,1
succeed,A2,1,1
success,A2,1,1
successful,A1,1,1
successfully,A2,1,1
succession,C1,1,1
successive,B2,1,1
successor,C1,1,1
succinct,C1,1,0
succulent,C1,1,0
succulently,C1,0,0
succumb,C2,1,0
such,A2,0,1
suck,B2,1,1
sudden,A2,1,1
suddenly,B1,1,1
suds,C1,0,0
sue,B2,0,0
suffer,B1,1,1
suffering,B2,0,1
suffice,C1,0,1
sufficient,B1,1,1
sufficiently,B2,1,1
suffix,B1,0,1
suffuse,C2,1,0
sugar,A1,1,1
suggest,A2,0,1
suggestion,A1,1,1
suicide,B1,1,1
suit,A2,1,1
suitable,A2,1,1
suitably,B2,0,0
suitcase,A2,0,1
suite,B2,1,1
suitor,C1,0,0
sulfur/sulphur,B2,1,0
sullen,C1,0,1
sulphur,C2,0,0
sulphuric,C2,0,0
sultry,C1,0,1
sum,A1,1,1
summarily,C2,0,0
summarize/summarise,B1,1,1
summary,A2,1,1
summer,A1,1,1
summit,B1,1,1
summon,C2,0,1
sun,A1,1,1
sunbathe,B1,0,0
sunbeam,B2,0,0
sunburn,C1,1,1
Sunday,A1,0,1
sundial,B1,0,0
sunflower,A2,1,1
sunglasses,A2,1,0
sunlight,A2,1,1
sunlit,B2,1,0
sunny,A1,1,1
sunrise,B1,1,1
sunset,B1,1,1
sunshine,A1,1,1
super,A1,1,1
superb,B2,1,1
superficial,C1,1,1
superficially,C1,1,0
superfluous,C2,1,0
superfluously,C2,0,0
superheat,C2,1,0
superintendent,B2,1,1
superior,B1,1,1
superiority,C2,0,1
superlative,A2,1,0
supermarket,A1,0,1
supernatural,B2,1,0
supersede,C1,1,1
supersonic,C1,0,1
superstar,A2,0,0
superstition,B1,0,1
superstitious,B2,0,1
supervise,B2,1,1
supervision,B2,1,1
supervisor,B2,1,1
supper,A2,0,1
supplant,C2,1,0
supple,C1,1,0
supplement,B2,1,1
supplementary,C2,1,1
supplier,B2,1,1
supply,B1,1,1
support,A2,0,1
supporter,B1,1,1
supportive,B1,1,0
suppose,B1,1,1
supposedly,B1,1,0
suppress,B2,1,1
suppression,B2,1,1
supreme,C1,1,1
surcharge,C1,1,1
sure,A1,0,1
surely,B1,1,1
surf,A1,0,0
surface,B1,1,1
surfing,A2,0,0
surge,B2,1,1
surgeon,B1,1,1
surgery,B1,1,1
surgical,B2,1,0
surmise,C1,1,1
surname,A2,0,1
surpass,C2,1,1
surplus,C2,1,1
surprise,A1,1,1
surprised,A2,0,0
surprising,A2,0,1
surprisingly,B1,1,0
surrealism,C2,0,0
surrealist,C2,0,0
surrender,B2,1,1
surreptitious,C2,1,0
surreptitiously,C2,0,0
surround,B1,1,1
surrounding,B1,0,0
surroundings,B2,0,1
surveillance,B2,0,0
survey,A1,1,1
surveyor,C1,1,1
survival,B1,1,1
survive,A2,1,1
survivor,B1,1,1
susceptible,C1,1,0
suspect,B1,1,1
suspend,B2,1,1
suspense,C2,1,1
suspension,C1,1,0
suspicion,B1,1,1
suspicious,B2,1,1
suspiciously,B2,0,0
sustain,B2,1,1
sustainable,C1,1,0
sustainably,C1,0,0
sustenance,C2,1,0
swallow,A2,1,1
swamp,B2,1,1
swan,B2,0,1
swap,C1,1,0
swarm,B1,1,1
sway,B2,1,1
swear,B1,1,1
sweat,B1,1,1
sweater,A2,0,1
sweatshirt,B1,0,0
swede,C2,0,1
Swedish,B2,0,1
sweep,B2,1,1
sweet,A1,1,1
sweeten,C1,0,1
sweetheart,A2,0,1
sweetness,B2,0,1
swell,B1,1,1
swift,B2,1,1
swim,A1,1,1
swimmer,B1,0,0
swimming,A1,0,0
swimming costume,A2,0,0
swimming pool,A1,0,0
swimsuit,A2,0,0
swing,B2,1,1
Swiss,B2,0,1
switch,B1,1,1
swivel,C2,0,0
swollen,B1,0,0
sword,B1,1,1
syllabic,C2,1,0
syllable,B2,1,1
syllabus,B2,1,0
symbiosis,C2,1,0
symbol,A2,1,1
symbolic,B2,1,0
symbolise,B2,0,1
symmetric,C2,0,1
symmetrical,B2,1,0
symmetry,B2,1,1
sympathetic,B2,1,1
sympathize/sympathise,B2,1,1
sympathy,B1,1,1
symphony,A2,1,1
symposium,B2,0,1
symptom,B1,1,1
symptomatic,C1,0,0
synchronous,C2,1,0
syndrome,B1,1,0
synonym,B2,1,1
synonymous,B2,1,0
synopsis,C1,1,0
syntactic,C2,1,0
syntax,C1,1,0
synthesis,C2,1,0
synthetic,C1,1,1
synthetically,C1,0,0
system,A2,1,1
systematic,B1,1,1
systematically,B2,0,1
T-shirt/tee-shirt,A1,0,0
table,A1,0,1
table tennis,A2,0,0
tablecloth,B2,0,0
tablespoon,A2,0,0
tablet,B1,1,1
tabloid,B2,0,0
tabulate,C1,0,1
tacit,C2,1,0
tacitly,C2,0,0
taciturn,C2,1,0
taciturnity,C2,0,0
tack,B2,1,1
tackle,B2,1,1
tact,C1,1,1
tactful,C1,0,1
tactfully,C1,0,0
tactic,C2,1,0
tactical,C2,0,0
tactically,C2,0,0
tactics,B2,1,1
tactile,B2,1,0
tag,B2,1,1
tail,B2,1,1
tailor,C1,1,1
take,B1,0,1
takeaway,B1,0,0
takeoff/take-off,B1,0,1
tale,B1,1,1
talent,A2,1,1
talented,B1,1,0
talk,B1,0,1
talkative,B1,0,1
tall,A1,1,1
tally,C1,1,1
tame,B2,1,1
tan,B2,1,1
tangle,C1,0,1
tangled,C1,0,0
tank,B1,1,1
tanker,C1,0,1
tanned,B2,0,0
tantalize/tantalise,C2,1,0
tantalizingly/tantalisingly,C2,0,0
tantamount,C1,1,0
tantrum,C1,0,0
tap,A2,1,1
tape,A2,1,1
tape-recorder,C1,0,1
tar,B2,0,1
tare,C2,0,1
target,A2,1,1
tariff,B2,1,1
task,A2,1,1
taste,B1,1,1
taste-maker,C2,0,0
tastebud,C1,0,0
tasteful,C2,0,1
tasteless,B1,1,0
tasty,B1,1,0
tatter,B2,0,0
tattoo,B2,0,0
taunt,B2,0,0
taut,C1,1,0
tautly,C1,0,0
tavern,B2,1,0
tax,B1,1,1
taxation,B2,1,1
taxi,A1,1,1
taxpayer,B2,1,0
tea,A1,1,1
teach,A1,1,1
teacher,A1,1,1
teaching,B1,0,1
teacup,C1,0,1
team,A1,1,1
teammate,B1,0,0
teamwork,B1,0,0
teapot,C1,1,1
tear,A2,1,1
tease,B1,0,1
teaspoon,B2,0,0
tech,B1,1,0
technical,B2,1,1
technically,B2,1,0
technician,C1,1,1
technique,B1,1,1
technological,B1,1,1
technology,A1,1,1
tectonics,C2,1,0
tedious,C1,1,1
tediously,C1,0,0
tedium,C1,1,0
teem,C2,1,0
teen,B1,0,0
teenage,A2,0,0
teenager,A2,1,1
teens,B2,1,1
telecommunications,B1,0,0
telefax,C2,0,1
telegram,B1,0,1
telegraph,C2,1,1
telephone,A1,1,1
telescope,B2,1,1
telescopic,C2,0,0
telescopically,C2,0,0
televise,B2,1,0
television,A1,1,1
telex,B2,0,1
tell,A1,0,1
teller,B1,0,1
telltale,C1,1,0
temper,B1,1,1
temperament,C1,0,0
temperamental,C1,0,0
temperamentally,C1,0,0
temperate,B2,1,0
temperature,A2,1,1
temple,A1,1,1
temporal,C1,1,0
temporarily,B2,1,0
temporary,B1,1,1
tempt,B1,1,1
temptation,B2,0,1
ten,A1,1,1
tenacious,C2,1,0
tenaciously,C2,0,0
tenacity,C2,0,0
tenant,C2,1,1
tend,B1,1,1
tendency,B1,1,1
tender,B2,1,1
tenderly,B2,0,0
tenderness,B2,1,0
tenement,C1,1,0
tennis,A1,1,1
tenor,B2,1,1
tense,B1,1,1
tension,B1,1,1
tent,B1,1,1
tentacle,B2,1,0
tentative,B2,1,1
tenth,B2,0,1
term,B1,1,1
terminable,C2,0,1
terminal,B1,1,1
terminate,B2,1,1
termination,B2,1,1
terminology,B1,1,1
terrace,B2,1,1
terrain,C1,1,0
terrestrial,C1,1,0
terrible,A1,1,1
terribly,B1,1,1
terrific,B1,1,1
terrified,B1,0,0
terrify,A2,1,1
terrifying,B2,1,0
territory,B2,1,1
terror,B1,0,1
terrorism,B1,0,1
terrorist,A2,1,1
test,A1,0,1
testament,C1,1,0
testify,B2,1,1
testimonial,C2,1,0
testimony,B2,0,1
tetchy,C2,0,0
text,A2,1,1
text message,A2,0,0
textbook,A2,1,1
textile,B2,1,1
textual,B2,0,1
texture,B2,1,0
than,A1,0,1
thank,A1,0,1
thankful,B1,0,1
thanks,A1,0,1
thanksgiving,C1,0,1
that,B2,0,1
the,A1,0,0
theater/theatre,A1,1,1
theatrical,B2,0,1
theft,B1,1,1
their,A1,0,1
theirs,A2,0,0
them,A1,0,1
theme,B2,1,1
themselves,A2,0,1
then,A1,0,1
theology,C1,1,0
theorem,C1,1,0
theoretical,C2,1,1
theorist,B2,1,0
theory,B1,1,1
therapist,B2,1,0
therapy,B2,1,0
there,A1,0,1
thereafter,B2,1,1
thereby,C1,1,1
therefore,A2,1,1
therefrom,C1,0,1
therein,B2,0,1
thereof,B2,0,1
thereon,C1,0,1
therewith,C1,0,1
thermal,B2,1,0
thermodynamics,C2,1,0
thermometer,B2,0,1
these,A1,0,0
thesis,B2,1,1
they,A1,0,1
thick,A1,1,1
thicken,C1,0,1
thicket,C2,0,0
thickly,B2,0,0
thickness,B2,1,1
thief,A2,0,1
thigh,B2,1,1
thin,A1,1,1
thing,A1,0,1
think,A1,0,1
thinker,B2,0,1
thinking,A2,0,1
third,A2,0,1
third person,B2,0,0
thirdly,B2,0,0
thirst,B2,1,1
thirsty,A2,0,1
thirteen,A1,1,1
thirty,A1,1,1
this,A1,0,1
thorn,C1,1,1
thorny,C1,1,0
thorough,B1,1,1
thoroughly,B2,1,1
those,A1,0,0
though,B2,0,1
thought,A2,1,1
thoughtful,B2,1,1
thoughtless,B2,0,1
thousand,A2,1,1
thousandfold,C2,1,0
thrash,C1,0,1
thread,B2,1,1
threat,B1,1,1
threaten,B2,1,1
threatening,B1,0,0
three,A1,0,1
thresh,C2,1,0
threshold,C2,1,1
thrift,C1,0,1
thrifty,C1,1,1
thrill,B2,0,1
thrilled,B2,0,0
thriller,B1,0,1
thrilling,B2,0,0
thrive,C1,1,1
throat,B2,1,1
throne,C2,0,1
throng,C1,0,1
through,B1,0,1
throughout,B1,1,1
throw,A1,1,1
thrust,B1,1,1
thumb,B1,1,1
thumbtack,C2,0,1
thump,B1,0,0
thunder,B1,1,1
thunderous,B1,0,0
thunderstorm,A2,0,1
Thursday,A1,0,1
thus,B1,1,1
thwart,C1,1,0
tick,B1,0,1
ticket,A1,1,1
tickle,B2,0,1
tide,B1,1,1
tidy,A2,0,1
tie,A2,1,1
tie-up,C1,0,1
tiger,A1,1,1
tight,A1,1,1
tighten,B1,0,1
tightly,B1,1,1
tightrope,B2,0,0
tights,A2,0,0
tigress,C2,0,1
tile,B1,1,1
till,B1,1,1
tilt,B2,1,1
timber,C2,1,1
time,A1,0,1
timeless,B2,0,0
timeliness,B2,0,0
timely,B1,0,1
times,B2,0,0
timetable,A2,0,1
timid,C1,1,1
timidity,C2,1,0
timing,B2,0,0
tin,B1,1,1
tinker,C1,0,0
tiny,B1,1,1
tip,A2,1,1
tiptoe,B2,0,1
tire,B1,1,1
tired,A1,0,1
tiredness,B2,0,0
tiresome,B2,1,1
tiring,B1,0,0
tissue,B1,1,1
title,A2,1,1
to,A1,0,0
toad,C1,1,1
toast,A2,0,1
tobacco,B1,1,1
today,A1,0,1
toddler,A2,1,0
toe,A2,1,1
toenail,B2,0,0
together,A1,0,1
toil,B2,0,1
toilet,A1,0,1
token,C1,0,1
tolerable,B2,1,1
tolerance,C2,1,1
tolerant,B2,1,1
tolerate,B2,1,1
toll,B2,0,1
tomato,A1,1,1
tomb,B2,1,1
tombstone,C1,0,1
tomorrow,A1,1,1
ton,B2,1,1
tone,A2,1,1
tongue,B1,1,1
tonight,A1,1,1
tonnage,C1,0,1
tonne,C1,0,1
too,A1,0,1
tool,A1,1,1
tooth,A1,1,1
toothache,A2,0,1
toothbrush,A2,0,1
toothed,B2,1,0
toothpaste,B1,0,1
top,B1,0,1
topic,A1,1,1
topographical,C2,1,0
topographically,C2,0,0
topography,C2,1,0
topple,C2,0,0
torch,B2,0,1
torment,C1,0,1
tornado,B1,1,0
torpedo,C1,0,1
torrent,C1,1,1
torrential,C2,0,0
tortoise,C1,0,1
tortoiseshell,B2,0,0
torture,B2,0,1
torturous,C1,1,0
toss,B1,0,1
total,B1,1,1
totality,C2,1,0
totally,B1,1,1
totemic,C2,0,0
totter,C2,1,0
touch,A1,1,1
tough,B2,1,1
toughness,C1,0,0
tour,A2,1,1
tour guide,A2,0,0
tourism,B1,1,1
tourist,A2,1,1
tournament,B1,1,0
tow,B2,1,0
toward/towards,A2,0,0
towel,A1,1,1
tower,A1,1,1
town,A1,0,1
toxic,B2,1,0
toy,A1,1,1
trace,B1,1,1
track,A2,1,1
tracksuit,B1,0,0
tract,C1,1,0
tractor,C2,1,1
trade,A2,1,1
trademark,B2,0,1
trader,B2,1,1
tradition,A2,1,1
traditional,A2,1,1
traditionally,B1,0,0
traffic,A2,1,1
traffic jam,B1,0,0
traffic light,A2,0,0
tragedy,B1,1,1
tragic,B1,0,1
trail,B1,1,1
trailer,B2,0,0
train,A1,0,1
trainee,B2,0,1
trainer,B2,1,1
training,A2,0,1
trait,B2,1,0
traitor,B2,0,1
trajectory,C1,1,0
tram,A2,0,1
tramp,B2,0,1
trample,B2,1,1
trampoline,C1,0,0
tranquil,C1,1,1
tranquility,C1,1,0
tranquilize/tranquilise,C2,1,0
trans,B2,1,0
transact,C1,1,1
transaction,C1,1,1
transatlantic,C1,1,0
transcend,C2,1,0
transcribe,C1,1,0
transcript,B2,1,0
transcription,C1,1,0
transfer,B2,1,1
transferable,B2,1,1
transfix,C1,0,0
transform,B1,1,1
transformation,B1,1,1
transformer,C1,0,1
transfusion,B2,1,0
transient,B2,1,0
transistor,B2,0,1
transit,C1,1,1
transition,B2,1,1
transitional,B1,0,0
transitive,B2,0,0
translate,B1,1,1
translation,B2,1,1
translator,B2,1,1
translucent,C1,1,0
transmission,B2,1,1
transmit,B2,1,1
transmitter,C2,1,0
transparency,B2,1,0
transparent,B2,1,1
transplant,C2,1,1
transport,B1,1,1
transportation,B1,1,1
transship,C2,0,1
transverse,B2,1,1
trap,A2,1,1
trash,B1,1,0
trauma,C1,1,0
traumatic,C1,0,0
travel,A2,1,1
travel agent,B1,0,0
traveler/traveller,A2,1,1
traverse,B2,0,1
tray,B2,1,1
treacherous,C2,1,0
treacherously,C2,0,0
treachery,C2,1,0
tread,B2,1,1
treason,B2,1,1
treasure,A2,1,1
treasurer,C1,0,1
treat,B1,1,1
treatment,B1,1,1
treaty,B2,1,1
tree,A1,1,1
trek,B2,0,0
tremble,B1,0,1
tremendous,B1,1,1
tremendously,B2,0,0
tremor,B2,1,0
trench,B2,1,1
trend,B1,1,1
trial,B2,1,1
triangle,B2,1,1
triangular,B2,0,1
tribal,B2,1,0
tribe,B2,1,1
tributary,B2,1,0
tribute,C2,1,1
trick,A2,1,1
trickle,B2,1,1
tricky,B2,1,1
trifle,C2,1,1
trigger,B1,1,1
trillion,B1,1,0
trim,B1,1,1
trio,B2,1,0
trip,A1,1,1
triple,B2,1,1
triplicate,C1,1,1
triumph,B1,1,1
triumphant,B2,0,1
trivial,B2,1,1
trolley,B2,1,1
troop,B2,1,1
trophy,B2,0,0
tropic,B2,1,1
tropical,B1,1,1
trot,C1,0,1
trouble,A2,1,1
troublesome,B2,1,1
trough,C1,1,0
troupe,C1,1,0
trousers,A1,0,1
truck,A1,1,1
true,A1,0,1
truism,C2,1,0
truly,A2,1,1
trumpet,B1,1,1
trunk,B2,1,1
trust,B2,1,1
trustworthy,B1,1,0
trusty,B2,0,0
truth,A2,1,1
truthful,B2,1,1
truthfulness,B2,0,0
try,A1,0,1
trying,C1,0,0
tub,B2,1,1
tube,A1,1,1
tuberculosis,B2,0,1
tuck,C1,1,1
Tuesday,A1,0,1
tug,B2,0,1
tuition,B2,1,1
tulip,B2,0,1
tumble,B1,1,1
tumor/tumour,B2,1,0
tumult,C1,0,1
tuna,B1,0,1
tundra,B2,1,0
tune,A2,1,1
tunnel,B2,1,1
turbine,B2,0,1
turbulence,B1,0,0
turbulent,B2,1,1
Turk,C1,0,1
turkey,A1,1,1
turmoil,C1,0,0
turn,A1,0,1
turn to,C1,0,0
turning,B1,0,1
turnip,C1,0,1
turnover,C1,0,1
turnpike,C1,1,0
turret,C2,0,0
turtle,B1,1,1
tutor,B2,1,1
TV,A1,0,0
twelfth,B2,0,1
twelve,A1,1,1
twentieth,B1,0,1
twenty,A1,1,1
twice,A2,1,1
twig,C1,1,1
twilight,B2,0,1
twin,B1,1,1
twine,C1,1,0
twinkle,B2,0,1
twist,B1,1,1
twisted,B2,0,0
twitch,C1,0,0
two,A1,0,1
tycoon,C1,1,0
type,A1,0,1
typewriter,C1,0,1
typhoid,B2,0,0
typhoon,C1,0,1
typical,B1,1,1
typically,B1,1,0
typist,C1,0,1
tyrannical,C1,1,0
tyranny,B2,1,1
tyrant,B2,0,1
tyre,A2,0,1
ugly,A1,1,1
ulcer,B2,0,1
ultimate,B2,1,1
ultimately,B2,1,1
ultrasonic,C1,1,1
ultraviolet,C1,1,1
umbrella,A1,0,1
unable,B1,1,1
unacceptable,B2,0,1
unaccommodating,C2,0,1
unadulterated,C2,0,0
unaffordable,C1,0,1
unafraid,B1,0,0
unaided,C1,1,0
unanimous,C2,1,1
unashamedly,B2,0,0
unassisted,C1,0,0
unattractive,B2,0,0
unauthorized/unauthorised,B2,0,0
unavailable,B2,0,0
unavoidable,C1,1,1
unaware,B2,1,0
unbearable,B2,1,1
unbeatable,B2,0,0
unbelievable,B1,1,0
uncanny,C2,0,0
uncertain,A2,1,1
uncertainty,B1,1,1
unchanged,B2,1,0
uncharacteristic,B2,0,0
uncle,A1,1,1
unclear,B1,1,0
unclearly,B2,0,0
uncomfortable,A2,1,1
uncomfortably,B2,0,0
uncommon,B2,1,1
unconcerned,B2,0,0
unconditionally,C1,0,1
unconscious,B2,1,1
uncontrollable,B1,0,0
unconventional,C1,0,0
unconvincing,C1,1,0
unconvincingly,C1,0,0
uncover,B1,1,1
undaunted,C1,0,0
undemonstrative,C2,0,0
undemonstratively,C2,0,0
under,A1,0,1
underage,B1,0,0
underestimate,B2,1,1
undergo,B1,1,1
undergraduate,B2,1,1
underground,B2,1,1
underlie,C1,1,0
underline,A1,0,1
undermentioned,C1,0,1
undermine,C2,1,1
underneath,B2,1,1
underpants,B1,0,0
underscore,C1,1,0
undersea,B2,0,0
undersigned,C1,0,1
understand,A2,1,1
understandable,B2,0,0
understanding,B2,0,1
undertake,B2,1,1
undertaking,C2,1,1
underwater,A2,1,0
underwear,B2,0,1
underwriter,C1,0,1
undiminishing,C2,0,0
undo,B1,1,1
undoubtedly,B2,1,1
undreamed,B2,0,0
undress,B1,0,0
undressed,B2,0,0
undue,C2,1,1
unduly,B2,0,1
unease,B2,0,0
uneasily,B2,0,0
uneasy,A2,0,1
unemployed,B1,1,0
unemployment,B1,1,1
unencumbered,C2,0,0
unenthusiastic,B2,0,0
unenviable,C1,0,0
unenviably,C1,0,0
unequivocal,C2,0,0
unequivocally,C2,0,0
uneven,B2,0,0
uneventful,C1,0,0
unexceptional,C2,0,0
unexceptionally,C2,0,0
unexcused,C2,0,0
unexpected,B1,1,1
unexpectedly,B1,0,0
unfair,A2,1,1
unfairly,B1,0,0
unfamiliar,B2,1,0
unfashionable,B2,0,0
unfeasible,C2,0,0
unfeasibly,C2,0,0
unfit,B1,0,1
unfold,B1,1,1
unforeseen,B2,0,0
unforgettable,A2,0,0
unfortunate,B1,1,1
unfortunately,A2,1,1
unfriendly,B1,0,0
ungodly,B2,0,0
unhappiness,B2,0,0
unhappy,A2,1,1
unharried,C2,0,0
unhealthy,A2,0,0
unheard,B1,0,0
unhelpful,B2,0,0
uniform,A2,1,1
uniformity,C1,1,0
uniformly,B2,0,1
unify,B1,1,0
unimaginable,B2,1,0
unimaginably,B2,0,0
unimportant,A2,0,0
uninspiring,C1,0,0
unintelligible,C1,1,0
uninterested,B1,0,1
uninteresting,B1,0,0
union,B1,1,1
unique,B1,1,1
unison,C1,1,0
unit,A2,1,1
unite,B1,1,1
united,B2,0,1
unity,C1,1,1
universal,B2,1,1
universally,B2,0,1
universe,B1,1,1
university,A2,1,1
unjust,B2,0,1
unjustly,B2,0,0
unkind,B2,0,1
unknown,A2,1,1
unlawful,B2,1,1
unless,B1,1,1
unlike,A2,1,1
unlikely,B1,1,1
unlimited,B2,1,1
unload,B2,1,1
unlock,B2,0,1
unlucky,B1,0,1
unmanageable,C1,0,0
unmanned,C1,0,0
unmediated,C2,0,0
unmerchantable,C2,0,1
unmistakable,B2,0,0
unmistakably,B2,0,0
unmusical,C1,0,0
unmusically,C1,0,0
unnatural,B2,1,0
unnecessary,A2,1,1
unnerve,C2,0,0
unnerving,C2,0,0
unnervingly,C2,0,0
unobtainable,C1,0,1
unobtrusive,C2,0,0
unobtrusively,C2,0,0
unobtrusiveness,C2,0,0
unoccupied,C1,0,0
unofficial,B2,0,0
unpack,B1,1,0
unpaid,C1,0,1
unpleasant,A2,1,1
unplug,C1,0,0
unpopular,B2,0,0
unprecedented,C2,1,1
unprecedentedly,C2,0,1
unpredictable,B1,1,0
unpromising,C2,1,0
unravel,C2,1,0
unrealistic,B2,0,0
unreasonable,B2,0,1
unrelated,B1,0,0
unreliable,B2,0,0
unreliably,C1,0,0
unrest,B2,0,0
unsafe,B2,0,0
unsaleable,C2,0,1
unsatisfactory,B2,1,1
unscathing,C1,0,0
unselfish,B2,1,0
unsettle,C1,1,0
unsettling,C1,0,0
unstable,B2,1,1
unstoppable,B2,0,0
unsuccessful,B2,0,0
unsuitable,B2,0,1
unsure,B2,0,0
unsurpassed,C2,0,0
unsuspected,C2,0,0
unsustainable,C1,0,0
unsustainably,C1,0,0
untalented,B2,0,0
untangle,C1,0,0
untangled,C1,0,0
unthinkably,B2,0,0
untidy,B1,0,0
untie,B2,0,1
until,B1,0,1
unto,B2,0,0
untreated,B2,0,0
untrimmed,B2,0,0
unusable,C1,0,1
unusual,A2,1,1
unusually,B1,1,0
unusualness,B2,0,0
unwanted,B1,0,0
unwarranted,B2,0,1
unwavering,C1,0,0
unwaveringly,C1,0,0
unwelcome,B2,0,1
unwell,B1,0,0
unwilling,B2,1,1
unwise,B2,1,0
unworkable,C1,0,1
unworldly,B2,0,0
up,A2,0,1
up-to-date,B1,0,1
upbringing,B2,0,0
upcoming,B2,1,0
update,B2,1,0
upgrade,B2,0,0
upheaval,C1,1,0
uphold,C2,1,1
upkeep,C2,0,1
uplift,C1,1,0
uplifted,B1,0,0
upload,B1,0,0
upon,A2,1,1
upper,B1,1,1
upright,B2,1,1
uproar,C1,0,1
upset,A2,1,1
upside,B2,0,1
upside down,B2,0,0
upside-down,B2,0,1
upstairs,B1,0,1
upward,B1,1,1
uranium,C1,0,1
urban,B2,1,1
urge,B1,1,1
urgent,B1,1,1
urgently,B2,0,1
urine,B2,1,0
us,A1,0,0
usage,B1,1,1
use,A2,0,1
used,A2,0,0
used to,B1,0,0
useful,A2,1,1
usefulness,C1,0,1
useless,B1,0,1
user,B2,1,1
usher,B2,1,0
usual,A2,1,1
usually,A1,1,1
utensil,C1,1,1
utilitarian,C2,1,0
utility,B2,1,1
utilization/utilisation,C2,1,1
utilize,C2,1,0
utilize/utilise,B2,1,1
utmost,C1,1,1
utter,B2,1,1
utterance,B2,1,1
utterly,B2,1,0
vacancy,B1,1,1
vacant,B2,1,1
vacation,A1,1,1
vaccinate,C2,1,1
vaccination,C1,0,1
vaccine,B2,1,0
vacuum,B2,1,1
vague,B1,1,1
vain,B1,0,1
vainly,C1,0,1
valentine,B2,0,0
valid,B2,1,1
validity,B1,1,1
valley,A2,1,1
valuable,B1,1,1
value,A2,0,1
valued,B1,0,1
valve,B2,1,1
van,B1,1,1
vandal,C2,0,0
vandalize,C2,0,0
vanish,B2,1,1
vanity,B2,0,1
vantage,C2,1,0
vapor,B2,1,0
vapour,C1,0,1
variability,C1,1,0
variable,C1,1,1
variance,B2,1,1
variant,B2,1,1
variation,B2,1,1
varied,B2,1,1
variety,B1,1,1
various,B1,1,1
varnish,C1,1,1
vary,B1,1,1
vase,A1,1,1
vast,B1,1,1
vault,B2,1,1
vector,C1,1,0
vegetable,A1,1,1
vegetarian,B1,1,0
vegetation,C1,1,0
vehicle,B1,1,1
veil,C1,1,1
vein,B1,1,1
velocity,B1,1,1
velvet,C2,0,1
venerate,C1,1,0
veneration,C1,1,0
vengeance,B2,0,1
venomous,C2,1,0
venomously,C2,0,0
vent,B2,1,0
ventilate,C1,1,1
ventilation,C1,1,1
venture,B2,1,1
venue,B2,0,0
Venus,B2,0,1
verandah,C1,0,0
verb,A2,1,1
verbal,B2,1,1
verbally,B2,0,0
verbatim,C2,1,0
verdict,C1,0,0
verge,B2,0,1
verification,B2,1,1
verify,C1,1,1
verily,C2,1,0
verisimilitude,C2,0,0
veritable,C2,0,0
vermin,C2,1,0
versatile,C1,1,1
versatility,C1,0,0
verse,B2,1,1
version,B2,1,1
versus,B2,1,1
vertebrate,C1,1,0
vertical,C1,1,1
verve,C1,0,0
very,B2,0,1
vessel,B1,1,1
vest,C1,0,1
vestige,C2,1,0
vestigial,C2,0,0
vestigially,C2,0,0
vet,B1,0,0
veteran,B2,1,1
veto,B2,1,1
vex,C1,0,1
via,B1,1,1
viable,C1,1,0
vibrant,B2,1,0
vibrate,B2,1,1
vibration,B2,1,1
vice,B1,1,1
vice president,B1,0,0
vicinity,C2,1,1
vicious,C1,0,1
viciously,C1,0,0
victim,B1,1,1
victorious,C1,1,1
victoriously,C1,0,0
victory,B1,1,1
video,A1,1,1
video clip,B1,0,0
video game,A2,0,0
view,A2,0,1
viewer,B2,1,1
viewpoint,B1,1,1
vigor/vigour,B2,1,1
vigorous,B2,1,1
vigorously,B2,0,0
villa,B2,0,1
village,A2,1,1
villager,B2,1,0
villain,B2,0,1
vindicate,C2,1,0
vindication,C2,0,0
vine,C1,1,1
vinegar,B2,1,1
violate,B2,1,1
violation,B2,1,1
violence,B1,1,1
violent,A2,1,1
violently,B1,0,0
violet,C1,0,1
violin,A2,0,1
virgin,C2,0,1
virginal,C2,0,0
virtual,B1,1,1
virtual reality,B2,0,0
virtually,B2,1,1
virtue,B2,1,1
